=== 316 室外 EEV + 化霜（外机1）===
版本 = [316, 12, 14, 2026, 9, 17]   机型=2 风机=2   BoardAddressSet=1
环温 = 5.0C   翅片1 = 11.0C
**EEVCtrlNum[804] = 99**  <- 本机实际控制几路电磁头；第 99 路之后是未用通道

  ⚠ 室外 EEV 在制热时**应该是有开度的**（按过热度控制）；
     化霜一开始必须归 0 —— 那就是 #2 的判据。

   t | St Tmd | Comp Four Fan | DefC0 | EEV1..4 目标/当前/跑 | CanDef DSig | f1410 Gap0 DefRT | 环温 翅片1 | 动作
    741 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 246/246/0 219/219/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  267     0 |   5.0  11.0 |
    742 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 246/246/0 219/219/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  268     0 |   5.0  11.0 |
    743 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 247/247/0 219/219/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  268     0 |   5.0  11.0 |
    743 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 247/247/0 219/219/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  269     0 |   5.0  11.0 |
    744 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 247/247/0 219/219/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  270     0 |   5.0  11.0 |
    745 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 247/247/0 219/219/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  271     0 |   5.0  11.0 |
    746 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 247/247/0 219/219/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  272     0 |   5.0  11.0 |
    747 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 247/247/0 219/219/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  273     0 |   5.0  11.0 |
    748 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 248/248/0 219/219/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  273     0 |   5.0  11.0 |
    748 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 248/248/0 219/219/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  274     0 |   5.0  11.0 |
    749 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 248/248/0 219/219/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  275     0 |   5.0  11.0 |
    750 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 248/248/0 219/219/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  276     0 |   5.0  11.0 |
    750 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 248/248/0 220/220/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  276     0 |   5.0  11.0 |
    751 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 248/248/0 220/220/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  277     0 |   5.0  11.0 |
    752 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 248/248/0 220/220/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  278     0 |   5.0  11.0 |
    753 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 249/249/0 220/220/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  278     0 |   5.0  11.0 |
    753 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 249/249/0 220/220/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  279     0 |   5.0  11.0 |
    754 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 249/249/0 220/220/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  280     0 |   5.0  11.0 |
    755 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 249/249/0 220/220/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  281     0 |   5.0  11.0 |
    756 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 249/249/0 220/220/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  282     0 |   5.0  11.0 |
    757 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 249/249/0 220/220/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  283     0 |   5.0  11.0 |
    758 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 250/250/0 220/220/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  284     0 |   5.0  11.0 |
    759 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 250/250/0 220/220/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  285     0 |   5.0  11.0 |
    760 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 250/250/0 220/220/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  286     0 |   5.0  11.0 |
    760 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 250/250/0 221/221/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  286     0 |   5.0  11.0 |
    761 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 250/250/0 221/221/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  287     0 |   5.0  11.0 |
    762 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 250/250/0 221/221/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  288     0 |   5.0  11.0 |
    763 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 251/251/0 221/221/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  289     0 |   5.0  11.0 |
    764 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 251/251/0 221/221/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  290     0 |   5.0  11.0 |
    765 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 251/251/0 221/221/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  291     0 |   5.0  11.0 |
    766 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 251/251/0 221/221/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  292     0 |   5.0  11.0 |
    767 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 251/251/0 221/221/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  293     0 |   5.0  11.0 |
    768 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 252/252/0 221/221/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  294     0 |   5.0  11.0 |
    769 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 252/252/0 221/221/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  295     0 |   5.0  11.0 |
    770 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 252/252/0 221/221/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  296     0 |   5.0  11.0 |
    770 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 252/252/0 222/222/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  296     0 |   5.0  11.0 |
    771 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 252/252/0 222/222/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  297     0 |   5.0  11.0 |
    772 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 252/252/0 222/222/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  298     0 |   5.0  11.0 |
    773 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 253/253/0 222/222/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  299     0 |   5.0  11.0 |
    774 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 253/253/0 222/222/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  300     0 |   5.0  11.0 |
    775 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 253/253/0 222/222/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  301     0 |   5.0  11.0 |
    776 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 253/253/0 222/222/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  302     0 |   5.0  11.0 |
    777 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 253/253/0 222/222/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  303     0 |   5.0  11.0 |
    778 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 253/253/0 222/222/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  304     0 |   5.0  11.0 |
    778 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 254/254/0 222/222/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  304     0 |   5.0  11.0 |
    779 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 254/254/0 222/222/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  305     0 |   5.0  11.0 |
    780 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 254/254/0 222/222/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  306     0 |   5.0  11.0 |
    781 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 254/254/0 222/222/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  307     0 |   5.0  11.0 |
    782 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 254/254/0 222/222/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  308     0 |   5.0  11.0 |
    783 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 254/254/0 222/222/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  309     0 |   5.0  11.0 |
    783 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 255/255/0 222/222/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  309     0 |   5.0  11.0 |
    784 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 255/255/0 222/222/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  310     0 |   5.0  11.0 |
    785 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 255/255/0 222/222/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  311     0 |   5.0  11.0 |
    786 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 255/255/0 223/223/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  311     0 |   5.0  11.0 |
    786 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 255/255/0 223/223/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  312     0 |   5.0  11.0 |
    787 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 255/255/0 223/223/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  313     0 |   5.0  11.0 |
    788 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 255/255/0 223/223/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  314     0 |   5.0  11.0 |
    788 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 256/256/0 223/223/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  314     0 |   5.0  11.0 |
    789 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 256/256/0 223/223/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  315     0 |   5.0  11.0 |
    790 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 256/256/0 223/223/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  316     0 |   5.0  11.0 |
    791 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 256/256/0 223/223/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  317     0 |   5.0  11.0 |
    792 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 256/256/0 223/223/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  318     0 |   5.0  11.0 |
    793 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 256/256/0 223/223/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  319     0 |   5.0  11.0 |
    793 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 257/257/0 223/223/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  319     0 |   5.0  11.0 |
    794 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 257/257/0 223/223/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  320     0 |   5.0  11.0 |
    795 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 257/257/0 223/223/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  321     0 |   5.0  11.0 |
    796 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 257/257/0 224/224/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  321     0 |   5.0  11.0 |
    796 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 257/257/0 224/224/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  322     0 |   5.0  11.0 |
    797 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 257/257/0 224/224/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  323     0 |   5.0  11.0 |
    798 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 257/257/0 224/224/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  324     0 |   5.0  11.0 |
    799 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 257/257/0 224/224/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  325     0 |   5.0  11.0 |
    800 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 257/257/0 224/224/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  326     0 |   5.0  11.0 |
    801 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 257/257/0 224/224/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  327     0 |   5.0  11.0 |
    802 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 257/257/0 224/224/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  328     0 |   5.0  11.0 |
    803 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 257/257/0 224/224/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  329     0 |   5.0  11.0 |
    803 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 258/258/0 224/224/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  329     0 |   5.0  11.0 |
    804 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 258/258/0 224/224/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  330     0 |   5.0  11.0 |
    805 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 258/258/0 224/224/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  331     0 |   5.0  11.0 |
    806 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 258/258/0 225/225/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  331     0 |   5.0  11.0 |
    806 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 258/258/0 225/225/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  332     0 |   5.0  11.0 |
    807 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 258/258/0 225/225/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  333     0 |   5.0  11.0 |
    808 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 258/258/0 225/225/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  334     0 |   5.0  11.0 |
    808 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 259/259/0 225/225/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  334     0 |   5.0  11.0 |
    809 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 259/259/0 225/225/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  335     0 |   5.0  11.0 |
    810 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 259/259/0 225/225/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  336     0 |   5.0  11.0 |
    811 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 259/259/0 225/225/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  337     0 |   5.0  11.0 |
    812 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 259/259/0 225/225/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  338     0 |   5.0  11.0 |
    813 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 259/259/0 225/225/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  339     0 |   5.0  11.0 |
    813 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 260/260/0 225/225/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  339     0 |   5.0  11.0 |
    814 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 260/260/0 225/225/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  340     0 |   5.0  11.0 |
    815 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 260/260/0 225/225/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  341     0 |   5.0  11.0 |
    816 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 260/260/0 226/226/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  341     0 |   5.0  11.0 |
    816 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 260/260/0 226/226/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  342     0 |   5.0  11.0 |
    817 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 260/260/0 226/226/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  343     0 |   5.0  11.0 |
    818 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 260/260/0 226/226/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  344     0 |   5.0  11.0 |
    818 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 261/261/0 226/226/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  344     0 |   5.0  11.0 |
    819 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 261/261/0 226/226/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  345     0 |   5.0  11.0 |
    820 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 261/261/0 226/226/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  346     0 |   5.0  11.0 |
    821 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 261/261/0 226/226/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  347     0 |   5.0  11.0 |
    822 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 261/261/0 226/226/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  348     0 |   5.0  11.0 |
    823 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 261/261/0 226/226/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  349     0 |   5.0  11.0 |
    823 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 262/262/0 226/226/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  349     0 |   5.0  11.0 |
    824 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 262/262/0 226/226/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  350     0 |   5.0  11.0 |
    825 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 262/262/0 226/226/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  351     0 |   5.0  11.0 |
    826 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 262/262/0 227/227/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  352     0 |   5.0  11.0 |
    827 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 262/262/0 227/227/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  353     0 |   5.0  11.0 |
    828 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 262/262/0 227/227/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  354     0 |   5.0  11.0 |
    828 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 263/263/0 227/227/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  354     0 |   5.0  11.0 |
    829 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 263/263/0 227/227/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  355     0 |   5.0  11.0 |
    830 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 263/263/0 227/227/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  356     0 |   5.0  11.0 |
    831 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 263/263/0 227/227/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  357     0 |   5.0  11.0 |
    832 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 263/263/0 227/227/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  358     0 |   5.0  11.0 |
    833 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 263/263/0 227/227/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  359     0 |   5.0  11.0 |
    834 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 264/264/0 227/227/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  359     0 |   5.0  11.0 |
    834 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 264/264/0 227/227/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  360     0 |   5.0  11.0 |
    835 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 264/264/0 227/227/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  361     0 |   5.0  11.0 |
    836 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 264/264/0 227/227/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  362     0 |   5.0  11.0 |
    837 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 264/264/0 227/227/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  363     0 |   5.0  11.0 |
    838 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 264/264/0 227/227/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  364     0 |   5.0  11.0 |
    838 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 265/265/0 227/227/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  364     0 |   5.0  11.0 |
    839 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 265/265/0 227/227/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  365     0 |   5.0  11.0 |
    840 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 265/265/0 227/227/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  366     0 |   5.0  11.0 |
    841 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 265/265/0 227/227/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  367     0 |   5.0  11.0 |
    841 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 265/265/0 228/228/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  367     0 |   5.0  11.0 |
    842 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 265/265/0 228/228/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  368     0 |   5.0  11.0 |
    843 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 265/265/0 228/228/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  369     0 |   5.0  11.0 |
    843 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 266/266/0 228/228/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  369     0 |   5.0  11.0 |
    844 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 266/266/0 228/228/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  370     0 |   5.0  11.0 |
    845 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 266/266/0 228/228/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  371     0 |   5.0  11.0 |
    846 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 266/266/0 228/228/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  372     0 |   5.0  11.0 |
    847 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 266/266/0 228/228/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  373     0 |   5.0  11.0 |
    848 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 266/266/0 228/228/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  374     0 |   5.0  11.0 |
    849 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 267/267/0 228/228/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  374     0 |   5.0  11.0 |
    849 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 267/267/0 228/228/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  375     0 |   5.0  11.0 |
    850 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 267/267/0 228/228/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  376     0 |   5.0  11.0 |
    851 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 267/267/0 228/228/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  377     0 |   5.0  11.0 |
    851 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 267/267/0 229/229/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  377     0 |   5.0  11.0 |
    852 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 267/267/0 229/229/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  378     0 |   5.0  11.0 |
    853 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 267/267/0 229/229/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  379     0 |   5.0  11.0 |
    854 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 268/268/0 229/229/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  379     0 |   5.0  11.0 |
    854 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 268/268/0 229/229/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  380     0 |   5.0  11.0 |
    855 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 268/268/0 229/229/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  381     0 |   5.0  11.0 |
    856 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 268/268/0 229/229/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  382     0 |   5.0  11.0 |
    857 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 268/268/0 229/229/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  383     0 |   5.0  11.0 |
    858 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 268/268/0 229/229/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  384     0 |   5.0  11.0 |
    859 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 269/269/0 229/229/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  384     0 |   5.0  11.0 |
    859 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 269/269/0 229/229/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  385     0 |   5.0  11.0 |
    860 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 269/269/0 229/229/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  386     0 |   5.0  11.0 |
    861 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 269/269/0 229/229/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  387     0 |   5.0  11.0 |
    861 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 269/269/0 230/230/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  387     0 |   5.0  11.0 |
